"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20260217","2호선","방배","3125","3359","20260220",""
"20260217","2호선","사당","13240","14467","20260220",""
"20260217","2호선","낙성대(강감찬)","8663","10025","20260220",""
"20260217","2호선","서울대입구(관악구청)","14088","16153","20260220",""
"20260217","2호선","봉천","7958","8799","20260220",""
"20260217","2호선","신림","22099","25493","20260220",""
"20260217","2호선","신대방","10426","11367","20260220",""
"20260217","2호선","구로디지털단지","15844","17218","20260220",""
"20260217","2호선","대림(구로구청)","11162","12049","20260220",""
"20260217","2호선","신도림","15339","16011","20260220",""
"20260217","2호선","문래","4881","5390","20260220",""
"20260217","2호선","영등포구청","4821","5376","20260220",""
"20260217","2호선","당산","5410","5531","20260220",""
"20260217","2호선","합정","10865","12458","20260220",""
"20260217","2호선","홍대입구","37456","42983","20260220",""
"20260217","2호선","신촌","10686","11164","20260220",""
"20260217","2호선","이대","4713","5401","20260220",""
"20260217","2호선","아현","3493","3744","20260220",""
"20260217","2호선","충정로(경기대입구)","2484","2710","20260220",""
"20260217","2호선","용답","1236","1353","20260220",""
"20260217","2호선","신답","547","652","20260220",""
"20260217","2호선","신설동","1388","1346","20260220",""
"20260217","2호선","도림천","299","405","20260220",""
"20260217","2호선","양천구청","2349","2538","20260220",""
"20260217","2호선","신정네거리","3757","3976","20260220",""
"20260217","2호선","용두(동대문구청)","715","700","20260220",""
"20260217","3호선","지축","2697","2666","20260220",""
"20260217","3호선","구파발","9963","10512","20260220",""
"20260217","3호선","연신내","16616","16273","20260220",""
"20260217","3호선","불광","6615","7384","20260220",""
"20260217","3호선","녹번","5517","5542","20260220",""
"20260217","3호선","홍제","7636","7642","20260220",""
"20260217","3호선","무악재","1720","1897","20260220",""
"20260217","3호선","독립문","2961","3172","20260220",""
"20260217","3호선","경복궁(정부서울청사)","14756","18500","20260220",""
"20260217","3호선","안국","16367","16351","20260220",""
"20260217","3호선","종로3가","4202","5102","20260220",""
"20260217","3호선","을지로3가","4259","3276","20260220",""
"20260217","3호선","충무로","4","0","20260220",""
"20260217","3호선","동대입구","4029","5098","20260220",""
"20260217","3호선","약수","4694","4973","20260220",""
"20260217","3호선","금호","3284","3262","20260220",""
"20260217","3호선","옥수","3475","3748","20260220",""
"20260217","3호선","압구정","5174","5609","20260220",""
"20260217","3호선","신사","5011","5446","20260220",""
"20260217","3호선","잠원","1966","2070","20260220",""
"20260217","3호선","고속터미널","39128","20165","20260220",""
"20260217","3호선","교대(법원.검찰청)","2597","1440","20260220",""
"20260217","3호선","남부터미널(예술의전당)","12364","9166","20260220",""
"20260217","3호선","양재(서초구청)","5951","7380","20260220",""
"20260217","3호선","매봉","2515","2582","20260220",""
"20260217","3호선","도곡","1266","1300","20260220",""
"20260217","3호선","대치","2869","3031","20260220",""
"20260217","3호선","학여울","447","429","20260220",""
"20260217","3호선","대청","3030","3277","20260220",""
"20260217","3호선","일원","2331","2428","20260220",""
"20260217","3호선","수서","9390","7432","20260220",""
"20260217","3호선","가락시장","2298","2356","20260220",""
"20260217","3호선","경찰병원","1865","2098","20260220",""
"20260217","3호선","오금","1595","1805","20260220",""
"20260217","4호선","불암산","4859","4342","20260220",""
"20260217","4호선","상계","8489","8181","20260220",""
"20260217","4호선","노원","8694","10292","20260220",""
"20260217","4호선","창동","11408","12046","20260220",""
"20260217","4호선","수유(강북구청)","16360","16922","20260220",""
"20260217","4호선","미아(서울사이버대학)","6841","6537","20260220",""
"20260217","4호선","미아사거리","11579","11487","20260220",""
"20260217","4호선","길음","8295","8261","20260220",""
"20260217","4호선","성신여대입구(돈암)","8868","9552","20260220",""
"20260217","4호선","한성대입구(삼선교)","5716","6072","20260220",""
"20260217","4호선","혜화","11659","12146","20260220",""
"20260217","4호선","동대문","5428","5009","20260220",""
"20260217","4호선","동대문역사문화공원(DDP)","10303","8295","20260220",""
"20260217","4호선","충무로","12843","14445","20260220",""
"20260217","4호선","명동","28841","30429","20260220",""
"20260217","4호선","회현(남대문시장)","6704","6702","20260220",""
"20260217","4호선","서울역","4487","11623","20260220",""
"20260217","4호선","숙대입구(갈월)","4637","4508","20260220",""
"20260217","4호선","삼각지(전쟁기념관)","1975","2685","20260220",""
"20260217","4호선","신용산","10709","10018","20260220",""
"20260217","4호선","이촌(국립중앙박물관)","2445","2832","20260220",""
"20260217","4호선","동작(현충원)","1115","1321","20260220",""
"20260217","4호선","총신대입구(이수)","6411","7282","20260220",""
"20260217","4호선","사당","9636","8948","20260220",""
"20260217","4호선","남태령","706","511","20260220",""
"20260217","5호선","방화","3140","3215","20260220",""
"20260217","5호선","개화산","2519","2577","20260220",""
"20260217","5호선","김포공항","10488","6005","20260220",""
"20260217","5호선","송정","2940","2913","20260220",""
"20260217","5호선","마곡","5057","4995","20260220",""
"20260217","5호선","발산","5885","6651","20260220",""
"20260217","5호선","우장산","4939","5455","20260220",""
"20260217","5호선","화곡","10705","10713","20260220",""
"20260217","5호선","까치산","11504","12459","20260220",""
"20260217","5호선","신정(은행정)","5008","4938","20260220",""
"20260217","5호선","목동","5094","5714","20260220",""
"20260217","5호선","오목교(목동운동장앞)","8257","8798","20260220",""
"20260217","5호선","양평","1748","2077","20260220",""
"20260217","5호선","영등포구청","1031","1182","20260220",""
"20260217","5호선","영등포시장","3278","3595","20260220",""
"20260217","5호선","신길","1653","1866","20260220",""
"20260217","5호선","여의도","3757","4316","20260220",""
"20260217","5호선","여의나루","4245","4507","20260220",""
"20260217","5호선","마포","3798","3848","20260220",""
"20260217","5호선","공덕","3321","3445","20260220",""
"20260217","5호선","애오개","1865","1890","20260220",""
"20260217","5호선","충정로(경기대입구)","989","958","20260220",""
"20260217","5호선","서대문","3640","3649","20260220",""
"20260217","5호선","광화문(세종문화회관)","12205","11683","20260220",""
"20260217","5호선","종로3가","8356","7976","20260220",""
"20260217","5호선","을지로4가","1555","1652","20260220",""
"20260217","5호선","동대문역사문화공원(DDP)","887","934","20260220",""
"20260217","5호선","청구","1188","1182","20260220",""
"20260217","5호선","신금호","2202","2438","20260220",""
"20260217","5호선","행당","3007","2766","20260220",""
"20260217","5호선","왕십리(성동구청)","1666","2102","20260220",""
"20260217","5호선","마장","2137","2095","20260220",""
"20260217","5호선","답십리","5195","5226","20260220",""
"20260217","5호선","장한평","5568","5900","20260220",""
"20260217","5호선","군자(능동)","4351","5161","20260220",""
"20260217","5호선","아차산(어린이대공원후문)","6688","6699","20260220",""
"20260217","경춘선","청평","1218","973","20260220",""
"20260217","경춘선","상천","159","117","20260220",""
"20260217","경춘선","가평","1622","1403","20260220",""
"20260217","경춘선","굴봉산","112","132","20260220",""
"20260217","경춘선","백양리","283","245","20260220",""
"20260217","경춘선","강촌","366","293","20260220",""
"20260217","경춘선","김유정","366","320","20260220",""
"20260217","경춘선","남춘천","2556","2230","20260220",""
"20260217","경춘선","춘천","1755","1141","20260220",""
"20260217","공항철도 1호선","서울역","12387","9808","20260220",""
"20260217","공항철도 1호선","공덕","1504","2054","20260220",""
"20260217","공항철도 1호선","홍대입구","9223","8477","20260220",""
"20260217","공항철도 1호선","디지털미디어시티","3113","3333","20260220",""
"20260217","공항철도 1호선","마곡나루(서울식물원)","4820","4962","20260220",""
"20260217","공항철도 1호선","김포공항","7750","3513","20260220",""
"20260217","공항철도 1호선","계양","4076","4305","20260220",""
"20260217","공항철도 1호선","검암","2916","2963","20260220",""
"20260217","공항철도 1호선","청라국제도시","2639","2913","20260220",""
"20260217","공항철도 1호선","운서","6447","7639","20260220",""
"20260217","공항철도 1호선","공항화물청사","772","765","20260220",""
"20260217","공항철도 1호선","인천공항1터미널","12061","11172","20260220",""
"20260217","공항철도 1호선","인천공항2터미널","9645","7764","20260220",""
"20260217","공항철도 1호선","영종","2552","2659","20260220",""
"20260217","과천선","선바위","2029","1784","20260220",""
"20260217","과천선","경마공원","249","248","20260220",""
"20260217","과천선","대공원","3484","3327","20260220",""
"20260217","과천선","과천","2084","1891","20260220",""
"20260217","과천선","정부과천청사","2601","2734","20260220",""
"20260217","과천선","인덕원","7540","7797","20260220",""
"20260217","과천선","평촌","4092","4081","20260220",""
"20260217","과천선","범계","8062","8543","20260220",""
"20260217","분당선","선릉","1292","2019","20260220",""
"20260217","분당선","한티","3205","3576","20260220",""
"20260217","분당선","도곡","1556","1574","20260220",""
"20260217","분당선","구룡","817","882","20260220",""
"20260217","분당선","개포동","1084","1120","20260220",""
"20260217","분당선","대모산입구","1657","1684","20260220",""
"20260217","분당선","수서","7905","6595","20260220",""
"20260217","분당선","복정","1","0","20260220",""
"20260217","분당선","수원","4825","4433","20260220",""
"20260217","분당선","서울숲","3058","3132","20260220",""
"20260217","분당선","압구정로데오","2951","3253","20260220",""
"20260217","분당선","강남구청","1194","1462","20260220",""
"20260217","분당선","선정릉","906","947","20260220",""
"20260217","분당선","가천대","2592","2999","20260220",""
"20260217","분당선","태평","5900","5528","20260220",""
"20260217","분당선","모란","6994","7659","20260220",""
"20260217","분당선","야탑","8355","7845","20260220",""
"20260217","분당선","서현","6272","6603","20260220",""
"20260217","분당선","수내","2663","2801","20260220",""
"20260217","분당선","정자","3795","4158","20260220",""
"20260217","분당선","미금","4044","4429","20260220",""
"20260217","분당선","오리","3093","2782","20260220",""
"20260217","분당선","이매","1897","2083","20260220",""
"20260217","분당선","보정","679","642","20260220",""
"20260217","분당선","죽전","3747","4342","20260220",""
"20260217","분당선","구성","2708","2659","20260220",""
"20260217","분당선","신갈","1295","1338","20260220",""
"20260217","분당선","기흥","3720","3343","20260220",""
"20260217","분당선","상갈","2027","1961","20260220",""
"20260217","분당선","청명","1397","1426","20260220",""
"20260217","분당선","영통","2529","2832","20260220",""
"20260217","분당선","망포","4007","4053","20260220",""
"20260217","분당선","매탄권선","1883","1822","20260220",""
"20260217","분당선","수원시청","4283","5153","20260220",""
"20260217","분당선","매교","1727","1727","20260220",""
"20260217","서해선","김포공항","2783","3266","20260220",""
"20260217","서해선","원종","2597","2555","20260220",""
"20260217","서해선","부천종합운동장","1121","1038","20260220",""
"20260217","수인선","고색","1666","1648","20260220",""
"20260217","수인선","오목천","1730","1515","20260220",""
"20260217","수인선","어천","1017","1076","20260220",""
"20260217","수인선","야목","346","270","20260220",""
"20260217","수인선","사리","2417","1979","20260220",""
"20260217","수인선","달월","70","66","20260220",""
"20260217","수인선","월곶","1266","1161","20260220",""
"20260217","수인선","소래포구","2640","2648","20260220",""
"20260217","수인선","인천논현","2097","2274","20260220",""
"20260217","수인선","호구포","1454","1519","20260220",""
"20260217","수인선","남동인더스파크","456","461","20260220",""
"20260217","수인선","원인재","2183","2235","20260220",""
"20260217","수인선","연수","2118","2247","20260220",""
"20260217","수인선","송도","1116","1051","20260220",""
"20260217","수인선","인하대","2225","2256","20260220",""
"20260217","수인선","숭의","1871","1647","20260220",""
"20260217","수인선","신포","772","741","20260220",""
"20260217","수인선","인천","1059","1598","20260220",""
"20260217","신림선","샛강","468","573","20260220",""
"20260217","신림선","대방","1255","944","20260220",""
"20260217","신림선","서울지방병무청","1002","1309","20260220",""
"20260217","신림선","보라매","1308","1328","20260220",""
"20260217","신림선","보라매공원","800","824","20260220",""
"20260217","신림선","보라매병원","1681","1709","20260220",""
"20260217","신림선","당곡","1594","1729","20260220",""
"20260217","신림선","신림","967","1237","20260220",""
"20260217","신림선","서원","1488","1708","20260220",""
"20260217","신림선","서울대벤처타운","4237","4122","20260220",""
"20260217","신림선","관악산(서울대)","1735","1674","20260220",""
"20260217","안산선","산본","5982","6539","20260220",""
"20260217","안산선","대야미","2209","1792","20260220",""
"20260217","안산선","반월","1863","1824","20260220",""
"20260217","안산선","상록수","7193","6881","20260220",""
"20260217","안산선","한대앞","4323","4276","20260220",""
"20260217","안산선","중앙","8410","8604","20260220",""
"20260217","안산선","고잔","3220","3044","20260220",""
"20260217","안산선","초지","1989","1877","20260220",""
"20260217","안산선","안산","11749","10730","20260220",""
"20260217","안산선","신길온천","1207","1084","20260220",""
"20260217","안산선","정왕","5731","5890","20260220",""
"20260217","안산선","오이도","4485","4427","20260220",""
"20260217","안산선","수리산","1475","1386","20260220",""
"20260217","우이신설선","북한산우이","3042","3040","20260220",""
"20260217","우이신설선","솔밭공원","1323","1271","20260220",""
"20260217","우이신설선","4.19민주묘지","1662","1546","20260220",""
"20260217","우이신설선","가오리","2208","2085","20260220",""
"20260217","우이신설선","화계","1942","1745","20260220",""
"20260217","우이신설선","삼양","1295","1321","20260220",""
"20260217","우이신설선","삼양사거리","1491","1390","20260220",""
"20260217","우이신설선","솔샘","2346","2337","20260220",""
"20260217","우이신설선","북한산보국문","2771","2638","20260220",""
"20260217","우이신설선","정릉","2333","2039","20260220",""
"20260217","우이신설선","성신여대입구(돈암)","1587","2040","20260220",""
"20260217","우이신설선","보문","952","1081","20260220",""
"20260217","우이신설선","신설동","872","796","20260220",""
"20260217","일산선","원흥","3766","3898","20260220",""
"20260217","일산선","삼송","9404","9397","20260220",""
"20260217","일산선","화정","6200","6760","20260220",""
"20260217","일산선","대곡","5449","4774","20260220",""
"20260217","일산선","백석","4054","4077","20260220",""
"20260217","일산선","마두","2259","2358","20260220",""
"20260217","일산선","정발산","2580","2778","20260220",""
"20260217","일산선","주엽","3110","3014","20260220",""
"20260217","일산선","대화","3638","3382","20260220",""
"20260217","장항선","봉명","529","478","20260220",""
"20260217","장항선","쌍용(나사렛대)","1292","1156","20260220",""
"20260217","장항선","아산","2869","1917","20260220",""
"20260217","장항선","탕정","882","869","20260220",""
"20260217","장항선","배방","858","710","20260220",""
"20260217","장항선","온양온천","3942","3501","20260220",""
"20260217","장항선","신창(순천향대)","1206","802","20260220",""
"20260217","중앙선","회기","9609","10094","20260220",""
"20260217","중앙선","중랑","2596","2749","20260220",""
"20260217","중앙선","상봉","3287","3246","20260220",""
"20260217","중앙선","망우","3511","3805","20260220",""
"20260217","중앙선","양원","1118","1145","20260220",""
"20260217","중앙선","구리","3160","3431","20260220",""
"20260217","중앙선","도농","3426","3297","20260220",""
"20260217","중앙선","양정","209","160","20260220",""
"20260217","중앙선","덕소","2522","2345","20260220",""
"20260217","중앙선","도심","1038","890","20260220",""
"20260217","중앙선","팔당","629","621","20260220",""
"20260217","중앙선","운길산","506","472","20260220",""
"20260217","중앙선","양수","1284","1167","20260220",""
"20260217","중앙선","신원","139","110","20260220",""
"20260217","중앙선","국수","486","361","20260220",""
"20260217","중앙선","아신","471","328","20260220",""
"20260217","중앙선","오빈","171","170","20260220",""
"20260217","중앙선","양평","2459","1949","20260220",""
"20260217","중앙선","원덕","361","232","20260220",""
"20260217","중앙선","용문","1966","1392","20260220",""
"20260217","중앙선","지평","55","41","20260220",""
"20260217","일산선","원당","4864","4648","20260220",""
"20260217","5호선","광나루(장신대)","3765","3652","20260220",""
"20260217","5호선","천호(풍납토성)","7769","7567","20260220",""
"20260217","5호선","강동","6009","6353","20260220",""
"20260217","5호선","길동","3083","3357","20260220",""
"20260217","5호선","굽은다리(강동구민회관앞)","3885","3830","20260220",""
"20260217","5호선","명일","2660","2778","20260220",""
"20260217","5호선","고덕","2764","2727","20260220",""
"20260217","5호선","상일동","4114","4221","20260220",""
"20260217","5호선","둔촌동","4018","4279","20260220",""
"20260217","5호선","올림픽공원(한국체대)","1447","1170","20260220",""
"20260217","5호선","방이","1912","2014","20260220",""
"20260217","5호선","오금","940","920","20260220",""
"20260217","5호선","개롱","1898","2007","20260220",""
"20260217","5호선","거여","3289","3238","20260220",""
"20260217","5호선","마천","2400","2498","20260220",""
"20260217","5호선","강일","2071","1992","20260220",""
"20260217","5호선","미사","6656","7225","20260220",""
"20260217","5호선","하남풍산","1441","1411","20260220",""
"20260217","5호선","하남시청(덕풍·신장)","3756","3384","20260220",""
"20260217","5호선","하남검단산","3823","3518","20260220",""
"20260217","6호선","응암","7363","7808","20260220",""
"20260217","6호선","역촌","1634","1898","20260220",""
"20260217","6호선","불광","1725","1636","20260220",""
"20260217","6호선","독바위","1167","1230","20260220",""
"20260217","6호선","연신내","1","0","20260220",""
"20260217","6호선","구산","3332","2634","20260220",""
"20260217","6호선","새절(신사)","5018","5077","20260220",""
"20260217","6호선","증산(명지대앞)","3927","4160","20260220",""
"20260217","6호선","디지털미디어시티","4221","4398","20260220",""
"20260217","6호선","월드컵경기장(성산)","2644","2579","20260220",""
"20260217","6호선","마포구청","5010","5053","20260220",""
"20260217","6호선","망원","6941","7445","20260220",""
"20260217","6호선","합정","5020","4976","20260220",""
"20260217","6호선","상수","4015","4461","20260220",""
"20260217","6호선","광흥창(서강)","2530","2599","20260220",""
"20260217","6호선","대흥(서강대앞)","2354","2595","20260220",""
"20260217","6호선","공덕","5072","5243","20260220",""
"20260217","6호선","효창공원앞","2430","2263","20260220",""
"20260217","6호선","삼각지(전쟁기념관)","2453","1989","20260220",""
"20260217","6호선","녹사평(용산구청)","2459","2416","20260220",""
"20260217","6호선","이태원","6946","9117","20260220",""
"20260217","6호선","한강진","3404","3963","20260220",""
"20260217","6호선","버티고개","846","917","20260220",""
"20260217","6호선","청구","1407","1364","20260220",""
"20260217","6호선","신당","2609","2446","20260220",""
"20260217","6호선","동묘앞","5111","4682","20260220",""
"20260217","6호선","창신","1382","1251","20260220",""
"20260217","6호선","보문","3452","3389","20260220",""
"20260217","6호선","안암(고대병원앞)","2357","2806","20260220",""
"20260217","6호선","고려대(종암)","2750","2855","20260220",""
"20260217","6호선","월곡(동덕여대)","4064","3968","20260220",""
"20260217","6호선","상월곡(한국과학기술연구원)","2476","2414","20260220",""
"20260217","6호선","돌곶이","4273","4331","20260220",""
"20260217","6호선","석계","5113","5335","20260220",""
"20260217","6호선","태릉입구","2382","2381","20260220",""
"20260217","6호선","화랑대(서울여대입구)","3508","3120","20260220",""
"20260217","6호선","봉화산(서울의료원)","2870","2809","20260220",""
"20260217","6호선","신내","1","0","20260220",""
"20260217","7호선","장암","1085","598","20260220",""
"20260217","7호선","도봉산","3593","4554","20260220",""
"20260217","7호선","수락산","5996","5810","20260220",""
"20260217","7호선","마들","5637","5510","20260220",""
"20260217","7호선","노원","6551","7287","20260220",""
"20260217","7호선","중계","5281","5218","20260220",""
"20260217","7호선","하계","6168","5945","20260220",""
"20260217","7호선","공릉(서울과학기술대)","4473","4722","20260220",""
"20260217","7호선","태릉입구","3336","3156","20260220",""
"20260217","7호선","먹골","4170","4383","20260220",""
"20260217","7호선","중화","4343","4422","20260220",""
"20260217","7호선","상봉","6864","7064","20260220",""
"20260217","7호선","면목","6174","6426","20260220",""
"20260217","7호선","사가정","6940","7183","20260220",""
"20260217","7호선","용마산(용마폭포공원)","2670","2881","20260220",""
"20260217","7호선","중곡","3923","4130","20260220",""
"20260217","7호선","군자(능동)","5534","4981","20260220",""
"20260217","7호선","어린이대공원(세종대)","4436","5029","20260220",""
"20260217","7호선","건대입구","4736","5258","20260220",""
"20260217","7호선","자양(뚝섬한강공원)","5246","5212","20260220",""
"20260217","7호선","청담","3345","3659","20260220",""
"20260217","7호선","강남구청","2074","2374","20260220",""
"20260217","7호선","학동","2610","2763","20260220",""
"20260217","7호선","논현","3207","3731","20260220",""
"20260217","7호선","반포","1899","1633","20260220",""
"20260217","7호선","고속터미널","19764","5260","20260220",""
"20260217","7호선","내방","3279","3555","20260220",""
"20260217","7호선","이수","4936","5221","20260220",""
"20260217","7호선","남성","3941","4377","20260220",""
"20260217","7호선","숭실대입구(살피재)","3803","4490","20260220",""
"20260217","7호선","상도","3541","3883","20260220",""
"20260217","7호선","장승배기","2910","3320","20260220",""
"20260217","7호선","신대방삼거리","5182","6056","20260220",""
"20260217","7호선","보라매","2022","2380","20260220",""
"20260217","7호선","신풍","4411","4558","20260220",""
"20260217","7호선","대림(구로구청)","6637","6656","20260220",""
"20260217","7호선","남구로","5817","6143","20260220",""
"20260217","7호선","가산디지털단지","7073","7140","20260220",""
"20260217","7호선","철산","7225","7695","20260220",""
"20260217","7호선","광명사거리","8722","8836","20260220",""
"20260217","7호선","천왕","3883","3949","20260220",""
"20260217","7호선","온수(성공회대입구)","2924","3218","20260220",""
"20260217","8호선","암사역사공원","2045","1890","20260220",""
"20260217","8호선","암사","5911","5886","20260220",""
"20260217","8호선","천호(풍납토성)","6509","7623","20260220",""
"20260217","8호선","강동구청","3208","3487","20260220",""
"20260217","8호선","몽촌토성(평화의문)","2602","3077","20260220",""
"20260217","8호선","잠실(송파구청)","11484","12496","20260220",""
"20260217","8호선","석촌","2932","3835","20260220",""
"20260217","8호선","송파","3028","3176","20260220",""
"20260217","8호선","가락시장","2005","2358","20260220",""
"20260217","8호선","문정","2978","3383","20260220",""
"20260217","8호선","장지","4756","4511","20260220",""
"20260217","8호선","복정","2380","2107","20260220",""
"20260217","8호선","산성","2228","2313","20260220",""
"20260217","8호선","남한산성입구(성남법원.검찰청)","4502","4291","20260220",""
"20260217","8호선","단대오거리","4103","4157","20260220",""
"20260217","8호선","신흥","2183","2389","20260220",""
"20260217","8호선","수진","2039","1884","20260220",""
"20260217","8호선","모란","2036","1739","20260220",""
"20260217","8호선","남위례","2265","2259","20260220",""
"20260217","9호선","개화","696","676","20260220",""
"20260217","9호선","김포공항","4420","8531","20260220",""
"20260217","9호선","공항시장","1080","1277","20260220",""
"20260217","9호선","신방화","2461","2689","20260220",""
"20260217","9호선","마곡나루(서울식물원)","4605","5120","20260220",""
"20260217","9호선","양천향교","2959","3358","20260220",""
"20260217","9호선","가양","7361","8457","20260220",""
"20260217","9호선","증미","1781","2051","20260220",""
"20260217","9호선","등촌","3647","4361","20260220",""
"20260217","9호선","염창","6427","7222","20260220",""
"20260217","9호선","신목동","1298","1334","20260220",""
"20260217","9호선","선유도","1894","2156","20260220",""
"20260217","9호선","당산","5522","6257","20260220",""
"20260217","9호선","국회의사당","1943","1865","20260220",""
"20260217","9호선","여의도","4174","4070","20260220",""
"20260217","9호선","샛강","1232","1141","20260220",""
"20260217","9호선","노량진","10623","11781","20260220",""
"20260217","9호선","노들","1878","1621","20260220",""
"20260217","9호선","흑석(중앙대입구)","2571","2734","20260220",""
"20260217","9호선","동작(현충원)","3218","2971","20260220",""
"20260217","9호선","구반포","245","190","20260220",""
"20260217","9호선","신반포","1215","1167","20260220",""
"20260217","9호선","고속터미널","10408","8221","20260220",""
"20260217","9호선","사평","1248","1286","20260220",""
"20260217","9호선","신논현","7910","8194","20260220",""
"20260217","9호선2~3단계","언주","1688","1899","20260220",""
"20260217","9호선2~3단계","선정릉","1760","2254","20260220",""
"20260217","9호선2~3단계","삼성중앙","1324","1373","20260220",""
"20260217","9호선2~3단계","봉은사","10728","11921","20260220",""
"20260217","9호선2~3단계","종합운동장","1877","1907","20260220",""
"20260217","9호선2~3단계","삼전","2650","3056","20260220",""
"20260217","9호선2~3단계","석촌고분","2294","2728","20260220",""
"20260217","9호선2~3단계","석촌","3402","3316","20260220",""
"20260217","9호선2~3단계","송파나루","1860","2246","20260220",""
"20260217","9호선2~3단계","한성백제","1049","986","20260220",""
"20260217","9호선2~3단계","올림픽공원(한국체대)","2099","2255","20260220",""
"20260217","9호선2~3단계","둔촌오륜","1294","1409","20260220",""
"20260217","9호선2~3단계","중앙보훈병원","3307","3050","20260220",""
"20260217","경강선","판교","2231","1676","20260220",""
"20260217","경강선","이매","474","331","20260220",""
"20260217","경강선","삼동","794","724","20260220",""
"20260217","경강선","경기광주","3288","3266","20260220",""
"20260217","경강선","초월","1538","1386","20260220",""
"20260217","경강선","곤지암","1728","1732","20260220",""
"20260217","경강선","신둔도예촌","1088","889","20260220",""
"20260217","경강선","이천","2915","2670","20260220",""
"20260217","경강선","부발","1478","1232","20260220",""
"20260217","경강선","세종대왕릉","394","315","20260220",""
"20260217","경강선","여주","3348","2186","20260220",""
"20260217","경강선","성남","530","522","20260220",""
"20260217","경부선","서울역","11335","2497","20260220",""
"20260217","경부선","남영","3039","3528","20260220",""
"20260217","경부선","용산","42088","35587","20260220",""
"20260217","경부선","노량진","4968","5384","20260220",""
"20260217","경부선","대방","3262","3996","20260220",""
"20260217","경부선","영등포","24629","23931","20260220",""
"20260217","경부선","신도림","1526","1785","20260220",""
"20260217","경부선","신길","3441","3402","20260220",""
"20260217","경부선","구로","7012","7539","20260220",""
"20260217","경부선","가산디지털단지","3484","5203","20260220",""
"20260217","경부선","금천구청","4670","4916","20260220",""
"20260217","경부선","석수","3294","3051","20260220",""
"20260217","경부선","관악","3375","3207","20260220",""
"20260217","경부선","안양","9476","9749","20260220",""
"20260217","경부선","명학","2261","2096","20260220",""
"20260217","경부선","금정","11266","11742","20260220",""
"20260217","경부선","군포","2234","2065","20260220",""
"20260217","경부선","의왕","3232","3148","20260220",""
"20260217","경부선","성균관대","5870","6223","20260220",""
"20260217","경부선","화서","9531","9012","20260220",""
"20260217","경부선","수원","33397","32081","20260220",""
"20260217","경부선","독산","4745","5259","20260220",""
"20260217","경부선","세류","2360","2150","20260220",""
"20260217","경부선","병점","7799","8393","20260220",""
"20260217","경부선","세마","1498","1446","20260220",""
"20260217","경부선","오산대","1781","1767","20260220",""
"20260217","경부선","오산","7794","7506","20260220",""
"20260217","경부선","진위","963","749","20260220",""
"20260217","경부선","송탄","2898","3026","20260220",""
"20260217","경부선","서정리","4641","5080","20260220",""
"20260217","경부선","평택지제","2695","2438","20260220",""
"20260217","경부선","평택","11324","10567","20260220",""
"20260217","경부선","성환","3106","2885","20260220",""
"20260217","경부선","직산","715","680","20260220",""
"20260217","경부선","두정","4587","4484","20260220",""
"20260217","경부선","천안","8452","6588","20260220",""
"20260217","경부선","당정","2306","2277","20260220",""
"20260217","경부선","서동탄","711","725","20260220",""
"20260217","경부선","광명","2575","1327","20260220",""
"20260217","경원선","이촌(국립중앙박물관)","1462","1331","20260220",""
"20260217","경원선","서빙고","732","685","20260220",""
"20260217","경원선","한남","1096","1067","20260220",""
"20260217","경원선","옥수","80","33","20260220",""
"20260217","경원선","응봉","912","818","20260220",""
"20260217","경원선","왕십리(성동구청)","6513","7207","20260220",""
"20260217","경원선","청량리(서울시립대입구)","13217","10110","20260220",""
"20260217","경원선","외대앞","4307","4390","20260220",""
"20260217","경원선","신이문","4171","3947","20260220",""
"20260217","경원선","석계","3574","3965","20260220",""
"20260217","경원선","광운대","3637","3712","20260220",""
"20260217","경원선","월계","2957","2910","20260220",""
"20260217","경원선","녹천","2261","1986","20260220",""
"20260217","경원선","창동","5","0","20260220",""
"20260217","경원선","방학","5013","4950","20260220",""
"20260217","경원선","도봉","2883","2671","20260220",""
"20260217","경원선","도봉산","4798","3228","20260220",""
"20260217","경원선","망월사","6753","6422","20260220",""
"20260217","경원선","회룡","5847","5474","20260220",""
"20260217","경원선","의정부","10361","10948","20260220",""
"20260217","경원선","가능","3280","3052","20260220",""
"20260217","경원선","녹양","2152","1934","20260220",""
"20260217","경원선","양주","4509","4183","20260220",""
"20260217","경원선","덕계","2873","2458","20260220",""
"20260217","경원선","덕정","3129","2864","20260220",""
"20260217","경원선","지행","3713","3660","20260220",""
"20260217","경원선","동두천중앙","1966","1845","20260220",""
"20260217","경원선","보산","961","1033","20260220",""
"20260217","경원선","동두천","1003","934","20260220",""
"20260217","경원선","소요산","1379","1303","20260220",""
"20260217","경원선","청산","102","67","20260220",""
"20260217","경원선","전곡","1136","900","20260220",""
"20260217","경원선","연천","801","671","20260220",""
"20260217","경의선","서울역","855","732","20260220",""
"20260217","경의선","신촌","147","172","20260220",""
"20260217","경의선","효창공원앞","984","1257","20260220",""
"20260217","경의선","공덕","1710","1323","20260220",""
"20260217","경의선","서강대","815","897","20260220",""
"20260217","경의선","홍대입구","1162","1631","20260220",""
"20260217","경의선","가좌","2245","2658","20260220",""
"20260217","경의선","디지털미디어시티","1217","1209","20260220",""
"20260217","경의선","수색","917","971","20260220",""
"20260217","경의선","한국항공대","411","404","20260220",""
