scenario_id,p,config,seed,spawned,passed,avg_travel_time,p95_travel_time,n_completed,zone1_avg_density,zone1_max_density,zone2_avg_density,zone2_max_density,zone3_avg_density,zone3_max_density,zone4_avg_density,zone4_max_density
p80_cfg2_s42,0.8,2,42,212,143,38.11635514018692,67.24499999999999,107,0.065,0.1296,1.5863095238095237,3.6785714285714284,0.027777777777777776,0.16666666666666666,0.09722222222222221,0.16666666666666666
p80_cfg2_s43,0.8,2,43,206,134,38.961274509803935,66.79750000000001,102,0.06413333333333333,0.1248,1.6607142857142858,3.892857142857143,0.041666666666666664,0.16666666666666666,0.09027777777777778,0.16666666666666666
p80_cfg2_s44,0.8,2,44,181,133,39.8010101010101,65.77999999999999,99,0.056533333333333345,0.1104,1.3452380952380956,3.25,0.020833333333333332,0.16666666666666666,0.08333333333333333,0.16666666666666666
p80_cfg2_s45,0.8,2,45,203,137,39.57794117647059,67.08999999999999,102,0.065,0.1248,1.6949404761904763,3.75,0.027777777777777776,0.16666666666666666,0.09722222222222221,0.16666666666666666
p80_cfg2_s46,0.8,2,46,222,127,41.234736842105264,69.485,95,0.07276666666666666,0.1416,1.9538690476190474,4.428571428571429,0.027777777777777776,0.16666666666666666,0.09027777777777778,0.16666666666666666
p80_cfg3_s42,0.8,3,42,212,184,40.68576642335767,63.13000000000001,137,0.06136666666666666,0.1256,1.357142857142857,3.6785714285714284,0.0625,0.16666666666666666,0.09027777777777778,0.16666666666666666
p80_cfg3_s43,0.8,3,43,206,179,39.416287878787884,64.0075,132,0.058100000000000006,0.1168,1.3050595238095237,3.392857142857143,0.0625,0.16666666666666666,0.08333333333333333,0.16666666666666666
p80_cfg3_s44,0.8,3,44,181,173,39.02054263565891,60.36000000000001,129,0.049999999999999996,0.1056,0.9851190476190478,2.892857142857143,0.03472222222222222,0.16666666666666666,0.09027777777777778,0.16666666666666666
p80_cfg3_s45,0.8,3,45,203,180,40.87723880597015,65.325,134,0.059199999999999996,0.1216,1.3184523809523812,3.4285714285714284,0.0625,0.16666666666666666,0.09027777777777778,0.16666666666666666
p80_cfg3_s46,0.8,3,46,222,194,39.833333333333336,61.13750000000001,138,0.064,0.1312,1.3705357142857142,3.5,0.05555555555555555,0.16666666666666666,0.09722222222222221,0.16666666666666666
p80_cfg4_s42,0.8,4,42,212,212,38.46655172413793,58.33,145,0.05809999999999999,0.12,0.7842261904761904,2.642857142857143,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666
p80_cfg4_s43,0.8,4,43,206,206,39.480479452054794,60.8125,146,0.056433333333333335,0.1168,0.650297619047619,2.2857142857142856,0.08333333333333333,0.16666666666666666,0.09722222222222221,0.16666666666666666
p80_cfg4_s44,0.8,4,44,181,181,37.98514492753624,58.807500000000005,138,0.04833333333333333,0.104,0.5104166666666666,1.8571428571428572,0.05555555555555555,0.16666666666666666,0.09722222222222221,0.16666666666666666
p80_cfg4_s45,0.8,4,45,203,203,38.235958904109594,60.375,146,0.0555,0.1128,0.7172619047619048,2.5,0.07638888888888888,0.16666666666666666,0.08333333333333333,0.16666666666666666
p80_cfg4_s46,0.8,4,46,222,221,39.96478873239437,60.9475,142,0.062066666666666666,0.1256,0.9136904761904763,3.0,0.07638888888888888,0.16666666666666666,0.09027777777777778,0.16666666666666666
